id,name,price,category,day_start,day_end,can_weekday,description
2013081701,豚バラ肉入り炒飯,2350,期間限定,2013-08-17,2013-10-14,,第2回デカ盛り (2013)
2015012301,ジャンボ麻婆豆腐丼,2100,期間限定,2015-01-23,2015-03-11,,第3回デカ盛り (2015)
2016012201,ジャンボ油淋鶏,2600,期間限定,2016-01-22,2016-03-17,,第4回デカ盛り (2016)
2019011101,ジャンボ豚角煮かけごはん,2500,期間限定,2019-01-11,2019-03-11,,第5回デカ盛り(2019)
2019060101,冷やし中華,800,期間限定,2019-06-01,2019-08-31,,冷やし中華 2019
2020060101,冷やし中華,810,期間限定,2020-06-01,2020-09-30,,冷やし中華 2020
2021060101,冷やし中華,810,期間限定,2021-06-01,2021-09-30,,冷やし中華 2021
2022060101,冷やし中華,850,期間限定,2021-06-01,,,冷やし中華 2022
2022060102,冷やし担々麺,700,期間限定,2021-06-01,,,冷やし担々麺 2022 (新メニュー)
